racer_number,racer_name,races,wins,win_rate
4202,浮田 圭浩,299,28,0.0936
4060,島田 一生,299,46,0.1538
5273,山下 拓巳,299,34,0.1137
3731,高濱 芳久,299,32,0.107
3611,岩崎 芳美,299,47,0.1572
3569,増田 進,298,19,0.0638
4715,村上 遼,298,94,0.3154
4520,高倉 孝太,298,57,0.1913
3635,石田 政吾,298,38,0.1275
4639,雑賀 勇貴,298,29,0.0973
3961,谷村 一哉,298,72,0.2416
5157,市川 健太,298,41,0.1376
5311,小林 京平,298,46,0.1544
4113,木村 浩士,298,46,0.1544
4619,伏田 裕隆,298,55,0.1846
3696,白井 友晴,297,27,0.0909
4672,守屋 大地,297,19,0.064
5299,西丸 敦基,297,53,0.1785
5013,山下 夏鈴,297,68,0.229
4258,関根 彰人,297,37,0.1246
3718,伊達 正利,296,37,0.125
4981,牧山 敦也,296,40,0.1351
3998,冨成 謙児,296,18,0.0608
3796,長野 道臣,296,29,0.098
3995,重野 哲之,296,74,0.25
3987,後藤 正宗,296,58,0.1959
4552,杉山 勝匡,296,51,0.1723
5247,大森 翼,296,16,0.0541
4697,國弘 翔平,296,19,0.0642
2878,富山 弘幸,296,39,0.1318
4737,竹井 貴史,296,94,0.3176
3880,浅見 宗孝,295,24,0.0814
4752,西尾 亮輔,295,16,0.0542
3566,川添 英正,295,33,0.1119
4027,松江 秀徳,295,58,0.1966
4888,金児 隆太,295,46,0.1559
3929,杢野 誓良,295,30,0.1017
3455,谷本 幸司,295,38,0.1288
4329,小松 卓司,295,22,0.0746
5023,久永 祥平,295,49,0.1661
4429,豊田 泰洋,295,21,0.0712
4347,魚谷 香織,295,55,0.1864
3441,土屋 太朗,294,22,0.0748
3852,澤 大介,294,38,0.1293
4789,古賀 智之,294,51,0.1735
5163,清水 愛海,294,77,0.2619
4184,渡邊 雄一郎,294,96,0.3265
4565,西村 豪洋,294,23,0.0782
3710,吉永 泰弘,294,25,0.085
5106,山崎 祥,294,43,0.1463
3680,森林 太,294,22,0.0748
4549,小林 文彦,294,48,0.1633
4352,下條 雄太郎,294,79,0.2687
4017,向井 美鈴,294,54,0.1837
5154,村松 栄太,293,33,0.1126
5214,田中 宏典,293,37,0.1263
3685,荒井 輝年,293,41,0.1399
4034,西原 明生,293,21,0.0717
4823,中村 桃佳,293,82,0.2799
3692,竹腰 正樹,293,40,0.1365
5308,藤森 拓海,293,19,0.0648
5098,大江 純,293,39,0.1331
5153,佐藤 ほのか,292,13,0.0445
4603,谷川 将太,292,50,0.1712
5129,山口 真喜子,292,55,0.1884
4323,山田 佑樹,292,42,0.1438
4995,田邉 亮蔵,292,32,0.1096
3075,中村 裕将,292,29,0.0993
4992,廣瀬 篤哉,292,44,0.1507
4580,長谷川 雅和,292,57,0.1952
3875,廣中 良一,292,34,0.1164
5102,原田 雄次,292,39,0.1336
3319,山崎 義明,291,35,0.1203
5277,井上 未都,291,40,0.1375
3350,藤本 佳史,291,50,0.1718
4725,佐竹 太一,291,35,0.1203
5291,三嶌 こころ,291,11,0.0378
3161,古場 輝義,291,24,0.0825
4254,川島 圭司,291,64,0.2199
4011,堀之内 紀代子,291,81,0.2784
3906,飯山 晃三,291,24,0.0825
4263,武重 雄介,291,56,0.1924
4131,原 豊土,290,58,0.2
4183,宇野 弥生,290,69,0.2379
4389,伊藤 喜智,290,37,0.1276
4575,戸塚 邦好,290,65,0.2241
5239,上野 俊樹,290,43,0.1483
3910,松下 知幸,290,33,0.1138
3975,小野寺 智洋,290,50,0.1724
4390,松本 弓雄,290,23,0.0793
4158,木場 雄二郎,290,41,0.1414
3873,別府 昌樹,290,44,0.1517
4653,小野 達哉,290,84,0.2897
4676,後藤 隼之,289,36,0.1246
4572,渡部 悟,289,47,0.1626
4652,酒見 峻介,289,37,0.128
5332,村松 遥輝,289,20,0.0692
4003,表 憲一,289,32,0.1107
3828,明石 正之,289,32,0.1107
5352,西岡 蒼志,289,32,0.1107
3503,堂原 洋史,289,21,0.0727
4394,永嶋 裕一,289,54,0.1869
5044,渡邉 健,288,46,0.1597
4560,庄司 樹良々,288,57,0.1979
5050,木下 雄介,288,69,0.2396
4219,本岡 勝利,288,11,0.0382
3892,草場 康幸,288,36,0.125
3964,宮地 博士,288,15,0.0521
4152,深水 慎一郎,288,50,0.1736
3277,齋藤 勇,288,24,0.0833
4435,服部 達哉,288,50,0.1736
4879,山崎 鉄平,288,32,0.1111
3352,小川 晃司,288,6,0.0208
4252,松下 哲也,288,30,0.1042
4245,高橋 直哉,287,31,0.108
5183,中野 孝二,287,26,0.0906
3712,淺香 文武,287,36,0.1254
5076,石原 光,287,47,0.1638
4204,柴田 大輔,287,42,0.1463
5084,末永 和也,287,84,0.2927
4006,小野 勇作,287,33,0.115
5351,齊藤 廉,287,24,0.0836
4564,山本 景士郎,287,18,0.0627
4343,村岡 賢,287,15,0.0523
3714,梶原 正,287,30,0.1045
3226,浦田 信義,287,23,0.0801
4812,西野 雄貴,287,101,0.3519
4887,富澤 祐作,286,44,0.1538
3827,今泉 徹,286,12,0.042
4016,西川 新太郎,286,31,0.1084
4051,清水 敦揮,286,73,0.2552
3990,芹澤 克彦,286,34,0.1189
4320,峰 竜太,286,95,0.3322
4538,笠置 博之,286,88,0.3077
5292,佐藤 右京,286,19,0.0664
5135,仲 航太,286,54,0.1888
4656,大崎 翔,286,35,0.1224
4464,山下 友貴,286,50,0.1748
5172,田村 慶,286,39,0.1364
4845,前田 紗希,286,83,0.2902
3268,森 竜也,286,33,0.1154
4054,福嶋 智之,285,30,0.1053
4896,花本 剛,285,29,0.1018
5316,村松 将平,285,29,0.1018
3587,武田 信一,285,19,0.0667
3812,山崎 聖司,285,19,0.0667
4511,中岡 健人,285,23,0.0807
5105,富田 恕生,285,23,0.0807
5127,沼田 大都,285,22,0.0772
5281,井上 遥妃,285,75,0.2632
4556,竹井 奈美,285,88,0.3088
3647,伊藤 雄二,284,12,0.0423
4875,大塚 康雅,284,37,0.1303
3233,小畑 実成,284,34,0.1197
5307,富永 夏哉人,284,33,0.1162
4523,中村 辰也,284,44,0.1549
5294,豊田 祥生,284,24,0.0845
4339,平瀬 城啓,284,20,0.0704
5185,加藤 優弥,284,46,0.162
4197,渥美 卓郎,284,22,0.0775
4740,齋藤 達希,284,29,0.1021
5249,三木 晴斗,284,34,0.1197
5000,岡本 翔太郎,284,34,0.1197
4491,田中 堅,283,22,0.0777
3463,乙津 康志,283,22,0.0777
4045,佐々木 裕美,283,40,0.1413
4831,羽野 直也,283,71,0.2509
4277,金田 大輔,283,52,0.1837
4526,池田 雄祐,283,57,0.2014
4735,角山 雄哉,283,41,0.1449
4303,牧原 崇,283,41,0.1449
4891,寺島 美里,282,37,0.1312
4592,小林 孝弘,282,25,0.0887
5144,中尾 彩香,282,29,0.1028
3265,今村 暢孝,282,63,0.2234
4422,永井 亮次,282,34,0.1206
5285,若林 麗,282,13,0.0461
3072,西田 靖,282,29,0.1028
3202,三品 隆浩,282,24,0.0851
4405,南野 利騰,282,18,0.0638
5009,大賀 龍之介,282,49,0.1738
3772,一柳 和孝,281,32,0.1139
5165,小林 愛実,281,29,0.1032
3976,内田 圭,281,26,0.0925
3784,中島 友和,281,38,0.1352
4272,大場 広孝,281,26,0.0925
3436,柏野 幸二,281,54,0.1922
3876,中辻 崇人,281,119,0.4235
5265,大廣 咲季,281,21,0.0747
3442,宮武 英司,281,23,0.0819
4094,中島 真二,281,30,0.1068
4988,牟田 奨太,281,37,0.1317
4145,小澤 学,281,13,0.0463
3313,本吉 正樹,281,25,0.089
4817,渡邉 翼,281,69,0.2456
5279,石渡 翔一郎,281,57,0.2028
3282,池本 輝明,280,17,0.0607
3747,國崎 良春,280,41,0.1464
4214,林 祐介,280,47,0.1679
4779,伊倉 光,280,31,0.1107
4090,中村 尊,280,64,0.2286
3748,小黒 竜吾,280,16,0.0571
4942,柴田 朋哉,280,48,0.1714
3931,黒崎 竜也,280,47,0.1679
3860,松本 浩貴,279,18,0.0645
4440,萩原 知哉,279,24,0.086
3542,清水 紀克,279,23,0.0824
3580,水口 由紀,279,19,0.0681
4449,中嶋 達也,279,27,0.0968
3757,畑 和宏,279,38,0.1362
3224,栗山 繁洋,279,18,0.0645
3392,小森 信雄,279,17,0.0609
4917,岩橋 裕馬,279,26,0.0932
3776,横井 健太,279,7,0.0251
5067,山田 真聖,279,39,0.1398
5246,楠 将太郎,279,41,0.147
3664,鈴木 賢一,278,40,0.1439
4230,濱崎 直矢,278,86,0.3094
4246,喜多 那由夏,278,16,0.0576
5343,小林 礼央,278,6,0.0216
5123,福山 恵里奈,278,25,0.0899
4092,岡部 大輔,278,43,0.1547
4112,大久保 信一郎,278,44,0.1583
3928,林 恵祐,278,21,0.0755
3805,高橋 英之,278,35,0.1259
3868,尾形 栄治,278,24,0.0863
4627,藤原 菜希,278,72,0.259
3475,橋本 久和,277,48,0.1733
5090,生方 靖亜,277,50,0.1805
4139,丹下 健,277,28,0.1011
4181,花本 夏樹,277,16,0.0578
4315,山崎 昂介,277,43,0.1552
3568,木村 光宏,277,30,0.1083
4692,酒井 俊弘,277,42,0.1516
4004,山本 浩輔,277,34,0.1227
4273,佐藤 旭,276,30,0.1087
4358,松本 庸平,276,24,0.087
5151,山下 奈緒,276,16,0.058
4220,深川 和仁,276,56,0.2029
4213,重富 伸也,276,35,0.1268
4248,岡本 大,276,20,0.0725
3831,安藤 裕貴,276,35,0.1268
5095,小原 聡将,276,60,0.2174
4474,渡辺 崇,276,40,0.1449
4300,加藤 綾,276,30,0.1087
4883,岡部 大輝,276,66,0.2391
4456,鎌倉 涼,276,78,0.2826
4195,前川 守嗣,275,34,0.1236
5203,神里 琴音,275,34,0.1236
3211,北川 敏弘,275,11,0.04
5049,松井 友汰,275,59,0.2145
5398,鐘ヶ江 真司,275,10,0.0364
4211,村田 敦,275,20,0.0727
3889,須藤 隆雄,274,19,0.0693
3546,中里 昌志,274,20,0.073
5232,樅山 拓馬,274,35,0.1277
4625,渡邊 裕貴,274,42,0.1533
4909,薮内 瑞希,274,42,0.1533
4819,蜂須 瑞生,274,50,0.1825
3388,今垣 光太郎,274,79,0.2883
4669,井上 茂,274,21,0.0766
4714,喜多須 杏奈,274,23,0.0839
4661,中島 昂章,274,31,0.1131
4317,木村 紗友希,273,36,0.1319
4677,片橋 幸貴,273,64,0.2344
4705,吉川 勇作,273,30,0.1099
5376,吉田 一心,273,34,0.1245
5054,佐々木 大河,273,63,0.2308
3519,冨田 秀幸,273,20,0.0733
3477,近藤 稔也,273,12,0.044
3849,中岡 正彦,273,117,0.4286
3752,宇土 泰就,273,19,0.0696
3105,内山 文典,273,35,0.1282
4270,岸本 雄貴,273,32,0.1172
4728,山口 亮,273,33,0.1209
3769,佐竹 恒彦,273,35,0.1282
5057,上田 紗奈,273,55,0.2015
4359,横川 聖志,273,45,0.1648
3792,田中 豪,272,56,0.2059
4945,上村 宏太,272,20,0.0735
5039,倉田 茂将,272,33,0.1213
3284,渡邊 伸太郎,272,37,0.136
3432,宮迫 暢彦,272,20,0.0735
5047,國分 将太郎,272,42,0.1544
3893,汐崎 正則,272,33,0.1213
4167,片岡 秀樹,272,15,0.0551
4484,稲生 夏季,272,28,0.1029
5074,大澤 誠也,272,29,0.1066
4274,長畑 友輔,272,30,0.1103
5266,石田 勇斗,272,24,0.0882
4546,浜田 亜理沙,271,64,0.2362
3863,海老澤 泰行,271,21,0.0775
4951,新田 洋一,271,38,0.1402
5350,網代 良芽,271,25,0.0923
5046,松山 裕基,271,18,0.0664
4944,田代 達也,271,24,0.0886
4404,岸蔭 亮,271,21,0.0775
5337,出畑 孝成,271,12,0.0443
5079,大石 真央,271,35,0.1292
3867,松浦 勝,271,16,0.059
3454,井川 大作,271,29,0.107
5007,近藤 雄一郎,271,29,0.107
3558,山本 浩次,270,37,0.137
5008,羽野 諒,270,29,0.1074
4175,川尻 泰輔,270,51,0.1889
5181,森 智哉,270,34,0.1259
4110,小澤 和也,270,27,0.1
4281,大澤 大夢,270,39,0.1444
4926,吉川 貴仁,270,107,0.3963
5296,永田 楽,270,30,0.1111
4393,田中 孝明,270,25,0.0926
4665,加藤 啓太,270,12,0.0444
4892,柴田 直哉,270,39,0.1444
5173,谷口 佳蓮,270,43,0.1593
4631,新井 英孝,270,38,0.1407
3659,藤生 雄人,269,32,0.119
5226,藤田 俊祐,269,65,0.2416
4306,畔柳 俊吾,269,28,0.1041
5344,谷口 丞,269,28,0.1041
3982,福田 理,269,29,0.1078
3401,上田 隆章,269,29,0.1078
4059,入澤 友治,269,46,0.171
4232,笠 雅雄,269,39,0.145
5053,山口 広樹,269,31,0.1152
4023,柴田 友和,269,24,0.0892
4947,間庭 菜摘,269,20,0.0743
4936,戸敷 晃美,269,62,0.2305
5006,久保原 秀人,268,20,0.0746
5048,眞鳥 康太,268,30,0.1119
5208,屋良 龍紀,268,24,0.0896
3773,津留 浩一郎,268,27,0.1007
5297,南 彩寧,268,12,0.0448
3869,井芹 大志,268,19,0.0709
4020,川上 清人,268,22,0.0821
4637,中田 友也,268,47,0.1754
5104,山田 丈,268,71,0.2649
4557,松尾 光広,268,23,0.0858
4140,梶野 学志,268,62,0.2313
4201,佐竹 友樹,267,29,0.1086
5137,川原 涼,267,40,0.1498
3357,福島 陽子,267,13,0.0487
5133,堀越 雄貴,267,38,0.1423
4093,吉田 宗弘,267,22,0.0824
5182,宮崎 安奈,267,37,0.1386
3617,竹田 広樹,267,32,0.1199
5263,花田 凱成,267,17,0.0637
3687,花田 和明,266,33,0.1241
3516,吉原 聖人,266,23,0.0865
3535,渡 修平,266,25,0.094
3838,伊藤 啓三,266,35,0.1316
4689,豊田 結,266,41,0.1541
4846,佐藤 駿介,266,19,0.0714
3297,藤丸 光一,266,23,0.0865
3445,加藤 高史,266,26,0.0977
4837,酒井 陽祐,265,22,0.083
3842,星野 太郎,265,42,0.1585
5131,江藤 敦宏,265,12,0.0453
4367,山口 修路,265,17,0.0642
5195,北村 寧々,265,48,0.1811
4750,井上 尚悟,265,34,0.1283
3992,関口 智久,265,40,0.1509
4368,山口 隆史,265,23,0.0868
4764,小池 礼乃,265,49,0.1849
3800,牧 宏次,265,37,0.1396
3306,武田 正紀,265,17,0.0642
4271,川崎 公靖,265,21,0.0792
4296,岡崎 恭裕,265,71,0.2679
4905,土井 祥伍,265,23,0.0868
4785,木幡 純也,264,16,0.0606
3701,大西 隆洋,264,17,0.0644
3293,宮内 由紀英,264,5,0.0189
3878,胡本 悟志,264,24,0.0909
3305,小野 信樹,263,27,0.1027
4325,新出 浩司,263,21,0.0798
4563,齋藤 真之,263,30,0.1141
2538,高橋 二朗,263,4,0.0152
4103,山崎 善庸,263,8,0.0304
5338,香月 大輝,263,17,0.0646
4727,安部 慎一,263,26,0.0989
3620,信濃 由行,263,24,0.0913
5078,山川 波乙,263,24,0.0913
5389,恵良 琴美,263,2,0.0076
5065,伊久間 陽優,262,44,0.1679
4007,榮田 将彦,262,37,0.1412
4104,木下 陽介,262,33,0.126
4062,後藤 陽介,262,27,0.1031
3967,鈴木 茂高,262,21,0.0802
3339,泉 具巳,262,23,0.0878
3994,小野 桜,262,26,0.0992
3637,齋藤 和政,262,18,0.0687
4809,外崎 悟,262,46,0.1756
3722,西村 秀樹,262,11,0.042
5011,高木 圭大,262,18,0.0687
4899,占部 一真,262,30,0.1145
3741,松尾 基成,261,14,0.0536
3834,細川 明人,261,21,0.0805
5312,川辺 郭人,261,16,0.0613
3935,岩津 徹郎,261,30,0.1149
5334,樫葉 新心,261,9,0.0345
3497,後藤 浩,261,42,0.1609
4615,板倉 敦史,261,19,0.0728
5210,藤井 公人,261,39,0.1494
3602,奥平 拓也,261,24,0.092
4941,孫崎 百世,261,31,0.1188
5190,大月 遊雅,260,26,0.1
5211,高井 駿弥,260,7,0.0269
4731,間野 兼礼,260,32,0.1231
3605,中村 守成,260,20,0.0769
3993,永井 聖美,260,40,0.1538
3616,中村 真,260,34,0.1308
5270,小玉 啓太,260,23,0.0885
5335,森 陽多,260,11,0.0423
3857,阿波 勝哉,260,37,0.1423
5386,米玉利 大悟,260,10,0.0385
5041,荒牧 凪沙,260,40,0.1538
4138,中井 俊祐,260,27,0.1038
4871,菊池 宏志,260,29,0.1115
3825,宮嵜 隆太郎,260,28,0.1077
4461,安田 吉宏,260,21,0.0808
5027,重冨 勇哉,260,25,0.0962
4143,浦田 晃嗣,259,16,0.0618
4022,待鳥 雄紀,259,29,0.112
5240,高橋 龍治,259,24,0.0927
5115,香川 颯太,259,51,0.1969
3790,佐口 達也,259,20,0.0772
3257,田頭 実,259,93,0.3591
3411,池上 隆行,258,12,0.0465
3471,赤峰 和也,258,17,0.0659
4417,服部 剛,258,24,0.093
5339,石井 伸長,258,34,0.1318
4694,高田 綾,258,28,0.1085
3459,中野 和裕,258,14,0.0543
4813,宮内 直哉,258,21,0.0814
5111,三村 岳人,257,46,0.179
4969,町田 洸希,257,27,0.1051
3156,金子 良昭,257,15,0.0584
3656,伯母 芳恒,257,22,0.0856
5245,倉富 大誠,257,35,0.1362
5063,大塚 雅治,257,28,0.1089
3717,立間 充宏,257,41,0.1595
5318,河内 一馬,256,10,0.0391
5345,牧村 俊輝,256,8,0.0312
5146,野田 彩加,256,39,0.1523
4984,森下 愛梨,256,33,0.1289
4535,北山 康介,256,72,0.2812
3604,武藤 綾子,256,23,0.0898
4864,小川 日紀太,256,28,0.1094
4893,渡邉 真奈美,256,38,0.1484
5199,垂水 悠,256,42,0.1641
5020,宮村 勇哉,255,37,0.1451
5033,藤原 孝斗,255,21,0.0824
4047,吉永 浩則,255,24,0.0941
3232,山川 美由紀,255,46,0.1804
5086,本村 大,255,36,0.1412
4730,土屋 実沙希,255,47,0.1843
4651,佐藤 大騎,255,23,0.0902
5207,高山 敬悟,255,35,0.1373
3808,秋田 健太郎,255,17,0.0667
3175,渡辺 千草,255,13,0.051
4723,寺島 吉彦,255,30,0.1176
4257,古川 健,255,37,0.1451
4943,八木 治樹,254,29,0.1142
3212,亀本 勇樹,254,22,0.0866
4164,岩永 節也,254,9,0.0354
3745,橋本 年光,254,31,0.122
4462,夏山 亮平,254,39,0.1535
4618,乃村 康友,254,26,0.1024
3989,熊本 英一,254,18,0.0709
5071,野見山 拓己,254,29,0.1142
4708,半田 尚也,254,13,0.0512
5170,佐藤 太亮,254,32,0.126
3699,富永 正人,253,24,0.0949
4114,深澤 達徳,253,25,0.0988
5272,松田 真実,253,30,0.1186
5248,本田 愛,253,21,0.083
3458,東 健介,253,20,0.0791
4372,原田 佑実,253,61,0.2411
5244,黒田 剛,253,17,0.0672
4987,島倉 都,253,18,0.0711
4169,多田 有佑,253,19,0.0751
4648,木村 亮太,253,28,0.1107
5288,尾道 佳諭,253,18,0.0711
4225,土屋 千明,253,47,0.1858
4419,原 加央理,252,35,0.1389
4880,澤崎 雄哉,252,24,0.0952
3715,倉尾 大介,252,30,0.119
5014,梶山 涼斗,252,24,0.0952
4234,野相 弘司,252,24,0.0952
4527,高野 心吾,252,22,0.0873
4898,菊地 敬介,252,23,0.0913
5167,小川 竜太朗,252,30,0.119
5258,仲本 舜,252,29,0.1151
4747,山戸 信二,251,17,0.0677
4299,中島 浩哉,251,18,0.0717
5242,高山 弘斗,251,15,0.0598
4186,小川 時光,250,14,0.056
5354,渡邊 雄斗,250,12,0.048
4065,金田 幸子,250,43,0.172
3361,岡部 浩,250,18,0.072
3761,山本 光雄,250,42,0.168
5022,伊藤 尚汰,250,18,0.072
4626,伊藤 紘章,249,30,0.1205
5250,嶋田 有里,249,20,0.0803
3470,新田 芳美,249,37,0.1486
4400,加藤 奈月,249,6,0.0241
5359,佐藤 世那,248,28,0.1129
5231,寺田 空詩,248,45,0.1815
4765,野田部 宏子,248,38,0.1532
4010,越智 照浩,248,16,0.0645
4425,大井 清貴,248,22,0.0887
5070,中島 航,248,23,0.0927
3742,宮地 秀祈,248,23,0.0927
5313,鈴木 唯央,248,17,0.0685
5394,福西 広太郎,247,5,0.0202
5206,梅原 祥平,247,21,0.085
4457,神田 達也,247,25,0.1012
5120,山本 稔太朗,247,29,0.1174
4097,貫地谷 直人,247,4,0.0162
3660,長谷川 親王,247,9,0.0364
3920,正木 聖賢,247,30,0.1215
5194,大久保 佑香,247,30,0.1215
5037,田頭 虎親,247,42,0.17
4238,毒島 誠,246,97,0.3943
3974,深山 祐二,246,20,0.0813
4982,中村 将隆,246,27,0.1098
4866,橋本 英一,246,22,0.0894
4952,吉武 真也,246,19,0.0772
4636,赤池 修平,246,24,0.0976
5031,渡辺 空依,246,24,0.0976
3652,森下 勇,245,16,0.0653
3948,大町 利克,245,12,0.049
3294,野中 義生,245,21,0.0857
4911,片岡 大地,245,25,0.102
5262,鈴木 章司,244,12,0.0492
4589,塩崎 桐加,244,46,0.1885
4106,坂井 康嗣,244,14,0.0574
3370,坪内 実,244,16,0.0656
4229,市川 美宏,244,17,0.0697
5364,金子 怜央,244,2,0.0082
5329,金子 龍斗,244,27,0.1107
5186,遠藤 圭吾,244,22,0.0902
4976,金山 立樹,243,26,0.107
4349,犬童 千秋,243,24,0.0988
5261,岡 暢祐,243,25,0.1029
4803,飯田 庄吾,243,12,0.0494
4632,長尾 京志郎,243,20,0.0823
4775,千葉 真弥,243,55,0.2263
4283,石井 裕美,243,14,0.0576
4203,小倉 康典,243,26,0.107
4431,石塚 裕介,242,41,0.1694
5198,奥村 明日香,242,27,0.1116
4495,森 晋太郎,242,53,0.219
4778,堤 啓輔,242,43,0.1777
5356,長谷川 暖,242,32,0.1322
5069,山崎 小葉音,242,36,0.1488
3896,上田 洋平,242,26,0.1074
5375,庄島 潤成,242,1,0.0041
5230,石原 凪紗,242,27,0.1116
5331,佐藤 永梧,242,37,0.1529
5320,岩崎 麗子,241,9,0.0373
3589,西村 勝,241,25,0.1037
3528,笠野 友紀恵,241,19,0.0788
3377,塚田 修二,240,13,0.0542
5241,門田 栞,240,23,0.0958
3577,向所 浩二,240,29,0.1208
5322,根岸 真優,239,11,0.046
3866,木山 誠一,239,15,0.0628
3949,今出 晋二,239,5,0.0209
3681,山谷 央,239,37,0.1548
5156,坂野 さくら,239,35,0.1464
4129,宇野 博之,239,14,0.0586
4332,村上 彰一,239,15,0.0628
3024,西島 義則,239,79,0.3305
4098,赤澤 文香,238,19,0.0798
5382,山下 心一,238,3,0.0126
3467,森 弘行,238,13,0.0546
4473,藤堂 里香,238,40,0.1681
3642,大塚 浩二,238,19,0.0798
3793,高橋 真吾,237,22,0.0928
3596,河上 年昭,237,17,0.0717
5383,中村 楓,237,2,0.0084
4678,水野 望美,237,35,0.1477
4720,西澤 日花里,237,18,0.0759
5140,吉田 彩乃,237,19,0.0802
4508,野間 大樹,237,33,0.1392
4675,井手 良太,237,41,0.173
5306,河内 悠利杏,237,5,0.0211
3859,多羅尾 達之,237,20,0.0844
3532,柴田 光,236,64,0.2712
3583,齋藤 智裕,236,7,0.0297
3621,天野 晶夫,236,27,0.1144
4746,大豆生田 蒼,236,45,0.1907
4128,川口 貴久,235,29,0.1234
5271,杉山 太陽,235,16,0.0681
3523,寳田 亮治,235,12,0.0511
4635,峰重 力也,235,42,0.1787
4733,赤井 睦,235,39,0.166
4641,磯村 匠,234,27,0.1154
4558,宮野 仁,234,17,0.0726
5328,井上 慧人,234,16,0.0684
5368,宮崎 心之介,234,36,0.1538
3543,福田 雅一,233,35,0.1502
3809,吉田 光,233,14,0.0601
5369,岡崎 凪汰,233,11,0.0472
4465,大西 賢,232,19,0.0819
5300,横田 海人,232,6,0.0259
3950,石川 哲秀,232,9,0.0388
5083,柳瀬 幹太,232,31,0.1336
4177,萬 正嗣,232,30,0.1293
5274,城間 盛渚,232,42,0.181
5192,中尾 優香,232,40,0.1724
3787,天野 誠,232,11,0.0474
3507,藤井 徹,232,15,0.0647
4853,前原 哉,231,22,0.0952
3054,北川 幸典,231,38,0.1645
4874,池田 奈津美,231,26,0.1126
4836,大谷 健太,231,37,0.1602
5404,内田 壮,231,2,0.0087
4965,福岡 泉水,231,21,0.0909
3518,倉田 郁美,230,12,0.0522
4439,近藤 友宝,230,13,0.0565
5388,佐野 優都,230,12,0.0522
5357,田中 瀬里奈,229,0,0.0
5295,田上 凜,229,24,0.1048
4301,関 裕也,229,25,0.1092
4190,長嶋 万記,229,56,0.2445
5100,栗原 一馬,229,23,0.1004
4525,真子 奈津実,229,24,0.1048
5287,滝沢 織寧,228,10,0.0439
5290,坂本 一真,228,12,0.0526
5374,木山 大聖,228,2,0.0088
4664,東口 晃,228,18,0.0789
4878,西岡 育未,228,24,0.1053
3932,池田 浩美,227,34,0.1498
5268,山本 幸也,227,11,0.0485
5315,浅井 翼,227,8,0.0352
5346,中村 紋夕梨,227,3,0.0132
5377,鳥居塚 嶺王,227,17,0.0749
4766,石井 孝之,226,24,0.1062
4815,伏島 祐介,226,30,0.1327
5302,秋末 秦悟,226,12,0.0531
3315,広瀬 聖仁,226,14,0.0619
5152,丸山 祐也,226,7,0.031
4414,大澤 真菜,226,25,0.1106
3955,眞田 英二,226,27,0.1195
3448,高山 秀雄,225,16,0.0711
5321,一色 颯輝,225,31,0.1378
5392,安武 一也,225,0,0.0
5091,為本 智也,225,53,0.2356
5107,松本 真広,225,28,0.1244
5228,若林 樹蘭,225,52,0.2311
5319,近藤 颯斗,224,38,0.1696
5360,高木 茉白,224,6,0.0268
5309,森 雄利,224,8,0.0357
4744,伊藤 玲奈,224,21,0.0938
3159,江口 晃生,223,66,0.296
5219,森口 和紀,223,39,0.1749
4901,出口 舞有子,223,37,0.1659
5336,瀬川 大地,222,7,0.0315
4408,仁科 さやか,222,18,0.0811
5333,山下 智己,222,23,0.1036
3509,池 千夏,222,7,0.0315
3901,松田 憲幸,222,29,0.1306
5314,中曽 瑠華,221,7,0.0317
5379,廣部 大明,221,4,0.0181
5385,鈴木 柊介,221,2,0.009
5179,藤本 元輝,221,31,0.1403
5381,有山 望,221,9,0.0407
5323,香川 陽太,221,22,0.0995
4567,上村 慎太郎,221,12,0.0543
3945,橋口 真樹,220,13,0.0591
5353,草川 壮良,220,7,0.0318
5384,八戸 琉楓,220,4,0.0182
4919,吉田 翔悟,220,24,0.1091
5348,小林 甘寧,220,19,0.0864
4691,水原 慎,219,27,0.1233
5349,宮崎 奏磨,219,1,0.0046
4085,荻野 裕介,219,28,0.1279
5019,柴田 百恵,218,24,0.1101
5310,土屋 蘭,218,13,0.0596
5400,高村 諒,218,2,0.0092
3579,中里 優子,217,27,0.1244
5378,鈴木 結平太,217,1,0.0046
5365,石村 日奈那,217,4,0.0184
3551,藤田 美代,217,13,0.0599
4421,森作 広大,216,11,0.0509
5355,萩原 丈太朗,216,5,0.0231
3904,森 貴洋,216,29,0.1343
4782,浜崎 準也,216,21,0.0972
3845,中谷 朋子,216,42,0.1944
4533,峰重 侑治,215,26,0.1209
4499,滝川 真由子,215,37,0.1721
5362,中嶋 世奈,215,4,0.0186
5406,小畑 楓夏,215,0,0.0
5405,竹内 来,215,3,0.014
5419,櫻井 隼,214,0,0.0
5327,西田 和加,214,0,0.0
3107,平岡 重典,214,13,0.0607
5259,野田 昇吾,213,10,0.0469
5371,早川 颯太,213,2,0.0094
5197,中野 仁照,213,51,0.2394
5284,嘉手苅 徹哉,213,12,0.0563
5103,芝田 京介,213,15,0.0704
5254,羽田 妃希,213,11,0.0516
5187,小坂 風太,212,9,0.0425
4897,深見 亜由美,212,12,0.0566
3788,一宮 稔弘,211,45,0.2133
5341,山道 諄也,211,5,0.0237
4071,古賀 千晶,210,22,0.1048
5412,久保田 凪紗,210,1,0.0048
5396,近藤 来希,209,1,0.0048
3544,豊田 訓靖,209,11,0.0526
4863,三浦 裕貴,208,20,0.0962
4792,杉村 賢也,208,30,0.1442
