racer_number,racer_name,races,wins,win_rate
4352,下條 雄太郎,302,85,0.2815
4119,泥谷 一毅,302,52,0.1722
3619,長谷川 充,301,36,0.1196
3581,加木 郁,301,31,0.103
4555,富永 大一,301,40,0.1329
4603,谷川 将太,301,51,0.1694
3987,後藤 正宗,301,59,0.196
3635,石田 政吾,301,39,0.1296
5325,澁川 夏,301,29,0.0963
5106,山崎 祥,301,44,0.1462
4918,川島 拓郎,301,38,0.1262
3680,森林 太,301,22,0.0731
3839,川合 理司,301,18,0.0598
3584,佐々木 英樹,301,30,0.0997
4737,竹井 貴史,301,97,0.3223
4789,古賀 智之,300,51,0.17
4924,中北 涼,300,18,0.06
4888,金児 隆太,300,47,0.1567
5013,山下 夏鈴,300,68,0.2267
3961,谷村 一哉,300,72,0.24
4258,関根 彰人,300,37,0.1233
5340,樋江井 舞,300,15,0.05
4580,長谷川 雅和,300,57,0.19
4346,前田 健太郎,300,45,0.15
4011,堀之内 紀代子,300,83,0.2767
3696,白井 友晴,299,28,0.0936
4752,西尾 亮輔,299,17,0.0569
4374,永田 義紘,299,35,0.1171
3566,川添 英正,299,34,0.1137
4981,牧山 敦也,299,40,0.1338
4184,渡邊 雄一郎,299,98,0.3278
4389,伊藤 喜智,299,38,0.1271
3929,杢野 誓良,299,31,0.1037
4725,佐竹 太一,299,36,0.1204
4060,島田 一生,299,46,0.1538
3710,吉永 泰弘,299,25,0.0836
5273,山下 拓巳,299,34,0.1137
4992,廣瀬 篤哉,299,44,0.1472
4697,國弘 翔平,299,19,0.0635
3875,廣中 良一,299,34,0.1137
2878,富山 弘幸,299,39,0.1304
3319,山崎 義明,298,38,0.1275
5154,村松 栄太,298,35,0.1174
4639,雑賀 勇貴,298,29,0.0973
3685,荒井 輝年,298,41,0.1376
4575,戸塚 邦好,298,69,0.2315
5023,久永 祥平,298,51,0.1711
4113,木村 浩士,298,46,0.1544
4549,小林 文彦,298,49,0.1644
4619,伏田 裕隆,298,55,0.1846
4394,永嶋 裕一,298,58,0.1946
4672,守屋 大地,297,19,0.064
5163,清水 愛海,297,78,0.2626
4995,田邉 亮蔵,297,32,0.1077
3910,松下 知幸,297,34,0.1145
3975,小野寺 智洋,297,51,0.1717
5247,大森 翼,297,16,0.0539
4263,武重 雄介,297,58,0.1953
4017,向井 美鈴,297,55,0.1852
3441,土屋 太朗,296,22,0.0743
3718,伊達 正利,296,37,0.125
3998,冨成 謙児,296,18,0.0608
3796,長野 道臣,296,29,0.098
3995,重野 哲之,296,74,0.25
4812,西野 雄貴,296,103,0.348
3880,浅見 宗孝,295,24,0.0814
4676,後藤 隼之,295,36,0.122
4245,高橋 直哉,295,33,0.1119
5183,中野 孝二,295,26,0.0881
5214,田中 宏典,295,37,0.1254
4538,笠置 博之,295,92,0.3119
4323,山田 佑樹,295,44,0.1492
3455,谷本 幸司,295,38,0.1288
5351,齊藤 廉,295,26,0.0881
4564,山本 景士郎,295,18,0.061
5308,藤森 拓海,295,19,0.0644
4429,豊田 泰洋,295,21,0.0712
4254,川島 圭司,295,64,0.2169
4347,魚谷 香織,295,55,0.1864
3852,澤 大介,294,38,0.1293
3964,宮地 博士,294,17,0.0578
4565,西村 豪洋,294,23,0.0782
4435,服部 達哉,294,51,0.1735
4823,中村 桃佳,294,82,0.2789
5352,西岡 蒼志,294,34,0.1156
5044,渡邉 健,293,46,0.157
5050,木下 雄介,293,70,0.2389
4219,本岡 勝利,293,11,0.0375
4034,西原 明生,293,21,0.0717
3692,竹腰 正樹,293,40,0.1365
4390,松本 弓雄,293,23,0.0785
4158,木場 雄二郎,293,42,0.1433
5098,大江 純,293,39,0.1331
3647,伊藤 雄二,292,13,0.0445
4572,渡部 悟,292,47,0.161
5153,佐藤 ほのか,292,13,0.0445
3892,草場 康幸,292,37,0.1267
5129,山口 真喜子,292,55,0.1884
5294,豊田 祥生,292,25,0.0856
3075,中村 裕将,292,29,0.0993
3352,小川 晃司,292,6,0.0205
3226,浦田 信義,292,24,0.0822
5102,原田 雄次,292,39,0.1336
4491,田中 堅,291,22,0.0756
4560,庄司 樹良々,291,57,0.1959
4016,西川 新太郎,291,32,0.11
5277,井上 未都,291,40,0.1375
4183,宇野 弥生,291,69,0.2371
4204,柴田 大輔,291,42,0.1443
3350,藤本 佳史,291,50,0.1718
4006,小野 勇作,291,33,0.1134
5332,村松 遥輝,291,20,0.0687
5239,上野 俊樹,291,43,0.1478
5291,三嶌 こころ,291,11,0.0378
3161,古場 輝義,291,24,0.0825
4735,角山 雄哉,291,42,0.1443
4303,牧原 崇,291,42,0.1443
3906,飯山 晃三,291,24,0.0825
4252,松下 哲也,291,30,0.1031
4131,原 豊土,290,58,0.2
5165,小林 愛実,290,31,0.1069
4656,大崎 翔,290,35,0.1207
5127,沼田 大都,290,23,0.0793
3873,別府 昌樹,290,44,0.1517
4653,小野 達哉,290,84,0.2897
3712,淺香 文武,289,36,0.1246
3233,小畑 実成,289,34,0.1176
4652,酒見 峻介,289,37,0.128
4523,中村 辰也,289,46,0.1592
4003,表 憲一,289,32,0.1107
4152,深水 慎一郎,289,50,0.173
4526,池田 雄祐,289,57,0.1972
3828,明石 正之,289,32,0.1107
3503,堂原 洋史,289,21,0.0727
3931,黒崎 竜也,289,48,0.1661
4896,花本 剛,288,30,0.1042
5144,中尾 彩香,288,29,0.1007
5185,加藤 優弥,288,46,0.1597
4277,金田 大輔,288,53,0.184
3277,齋藤 勇,288,24,0.0833
4197,渥美 卓郎,288,22,0.0764
4917,岩橋 裕馬,288,29,0.1007
4988,牟田 奨太,288,37,0.1285
4879,山崎 鉄平,288,32,0.1111
4511,中岡 健人,288,24,0.0833
5105,富田 恕生,288,23,0.0799
3542,清水 紀克,287,23,0.0801
5076,石原 光,287,47,0.1638
3282,池本 輝明,287,18,0.0627
5084,末永 和也,287,84,0.2927
3784,中島 友和,287,38,0.1324
4343,村岡 賢,287,15,0.0523
5000,岡本 翔太郎,287,34,0.1185
3714,梶原 正,287,30,0.1045
4145,小澤 学,287,14,0.0488
5281,井上 遥妃,287,75,0.2613
5009,大賀 龍之介,287,50,0.1742
4887,富澤 祐作,286,44,0.1538
3827,今泉 徹,286,12,0.042
4051,清水 敦揮,286,73,0.2552
3990,芹澤 克彦,286,34,0.1189
4320,峰 竜太,286,95,0.3322
5292,佐藤 右京,286,19,0.0664
5135,仲 航太,286,54,0.1888
3812,山崎 聖司,286,19,0.0664
4464,山下 友貴,286,50,0.1748
5172,田村 慶,286,39,0.1364
4405,南野 利騰,286,18,0.0629
4845,前田 紗希,286,83,0.2902
3268,森 竜也,286,33,0.1154
4054,福嶋 智之,285,30,0.1053
3265,今村 暢孝,285,63,0.2211
5316,村松 将平,285,29,0.1018
4422,永井 亮次,285,35,0.1228
3587,武田 信一,285,19,0.0667
5265,大廣 咲季,285,22,0.0772
5067,山田 真聖,285,41,0.1439
4556,竹井 奈美,285,88,0.3088
4875,大塚 康雅,284,37,0.1303
3772,一柳 和孝,284,32,0.1127
4358,松本 庸平,284,24,0.0845
3747,國崎 良春,284,41,0.1444
3224,栗山 繁洋,284,19,0.0669
5307,富永 夏哉人,284,33,0.1162
4112,大久保 信一郎,284,44,0.1549
4339,平瀬 城啓,284,20,0.0704
4272,大場 広孝,284,27,0.0951
4740,齋藤 達希,284,29,0.1021
3928,林 恵祐,284,21,0.0739
3876,中辻 崇人,284,120,0.4225
5398,鐘ヶ江 真司,284,10,0.0352
3568,木村 光宏,284,30,0.1056
3776,横井 健太,284,7,0.0246
5249,三木 晴斗,284,34,0.1197
3313,本吉 正樹,284,27,0.0951
5279,石渡 翔一郎,284,57,0.2007
3475,橋本 久和,283,51,0.1802
3463,乙津 康志,283,22,0.0777
4045,佐々木 裕美,283,40,0.1413
3976,内田 圭,283,26,0.0919
4592,小林 孝弘,283,25,0.0883
4831,羽野 直也,283,71,0.2509
3436,柏野 幸二,283,54,0.1908
4090,中村 尊,283,65,0.2297
3831,安藤 裕貴,283,35,0.1237
4627,藤原 菜希,283,74,0.2615
5090,生方 靖亜,282,52,0.1844
3546,中里 昌志,282,21,0.0745
4891,寺島 美里,282,37,0.1312
4220,深川 和仁,282,59,0.2092
4449,中嶋 達也,282,27,0.0957
4213,重富 伸也,282,37,0.1312
4315,山崎 昂介,282,43,0.1525
5285,若林 麗,282,13,0.0461
3072,西田 靖,282,29,0.1028
3202,三品 隆浩,282,24,0.0851
4004,山本 浩輔,282,35,0.1241
4359,横川 聖志,282,46,0.1631
3664,鈴木 賢一,281,41,0.1459
3442,宮武 英司,281,23,0.0819
4094,中島 真二,281,30,0.1068
4817,渡邉 翼,281,69,0.2456
4661,中島 昂章,281,32,0.1139
4181,花本 夏樹,280,16,0.0571
5343,小林 礼央,280,6,0.0214
5054,佐々木 大河,280,68,0.2429
4214,林 祐介,280,47,0.1679
4779,伊倉 光,280,31,0.1107
3893,汐崎 正則,280,35,0.125
3748,小黒 竜吾,280,16,0.0571
4211,村田 敦,280,20,0.0714
5246,楠 将太郎,280,41,0.1464
4883,岡部 大輝,280,67,0.2393
4942,柴田 朋哉,280,48,0.1714
3889,須藤 隆雄,279,19,0.0681
3860,松本 浩貴,279,18,0.0645
4440,萩原 知哉,279,24,0.086
4625,渡邊 裕貴,279,43,0.1541
3580,水口 由紀,279,19,0.0681
3757,畑 和宏,279,38,0.1362
3392,小森 信雄,279,17,0.0609
4945,上村 宏太,278,20,0.0719
4230,濱崎 直矢,278,86,0.3094
4246,喜多 那由夏,278,16,0.0576
5151,山下 奈緒,278,16,0.0576
5123,福山 恵里奈,278,25,0.0899
4195,前川 守嗣,278,34,0.1223
4092,岡部 大輔,278,43,0.1547
4248,岡本 大,278,20,0.0719
3805,高橋 英之,278,35,0.1259
3752,宇土 泰就,278,20,0.0719
3868,尾形 栄治,278,24,0.0863
5057,上田 紗奈,278,57,0.205
4139,丹下 健,277,28,0.1011
4306,畔柳 俊吾,277,28,0.1011
4909,薮内 瑞希,277,42,0.1516
4819,蜂須 瑞生,277,50,0.1805
4677,片橋 幸貴,277,64,0.231
3388,今垣 光太郎,277,80,0.2888
5046,松山 裕基,277,19,0.0686
4669,井上 茂,277,21,0.0758
4692,酒井 俊弘,277,42,0.1516
5232,樅山 拓馬,276,36,0.1304
4273,佐藤 旭,276,30,0.1087
5039,倉田 茂将,276,34,0.1232
3519,冨田 秀幸,276,21,0.0761
5095,小原 聡将,276,60,0.2174
3105,内山 文典,276,35,0.1268
4474,渡辺 崇,276,40,0.1449
4300,加藤 綾,276,30,0.1087
4393,田中 孝明,276,26,0.0942
5007,近藤 雄一郎,276,30,0.1087
4456,鎌倉 涼,276,78,0.2826
5226,藤田 俊祐,275,66,0.24
3792,田中 豪,275,56,0.2036
5203,神里 琴音,275,34,0.1236
3211,北川 敏弘,275,11,0.04
3432,宮迫 暢彦,275,20,0.0727
5049,松井 友汰,275,59,0.2145
5047,國分 将太郎,275,42,0.1527
4093,吉田 宗弘,275,24,0.0873
5337,出畑 孝成,275,12,0.0436
4689,豊田 結,275,44,0.16
5074,大澤 誠也,275,29,0.1055
3769,佐竹 恒彦,275,35,0.1273
4140,梶野 学志,275,64,0.2327
5008,羽野 諒,274,29,0.1058
5344,谷口 丞,274,29,0.1058
3982,福田 理,274,30,0.1095
4110,小澤 和也,274,27,0.0985
3867,松浦 勝,274,16,0.0584
4270,岸本 雄貴,274,32,0.1168
4714,喜多須 杏奈,274,23,0.0839
4947,間庭 菜摘,274,21,0.0766
4892,柴田 直哉,274,40,0.146
5173,谷口 佳蓮,274,43,0.1569
5266,石田 勇斗,274,25,0.0912
3659,藤生 雄人,273,32,0.1172
5006,久保原 秀人,273,20,0.0733
3863,海老澤 泰行,273,21,0.0769
4317,木村 紗友希,273,36,0.1319
4951,新田 洋一,273,39,0.1429
3773,津留 浩一郎,273,27,0.0989
4705,吉川 勇作,273,30,0.1099
5376,吉田 一心,273,34,0.1245
3477,近藤 稔也,273,12,0.044
3401,上田 隆章,273,29,0.1062
3849,中岡 正彦,273,117,0.4286
4020,川上 清人,273,22,0.0806
4368,山口 隆史,273,23,0.0842
4728,山口 亮,273,33,0.1209
3284,渡邊 伸太郎,272,37,0.136
4944,田代 達也,272,24,0.0882
4167,片岡 秀樹,272,15,0.0551
4484,稲生 夏季,272,28,0.1029
3617,竹田 広樹,272,32,0.1176
4232,笠 雅雄,272,41,0.1507
5053,山口 広樹,272,31,0.114
3454,井川 大作,272,29,0.1066
4274,長畑 友輔,272,30,0.1103
4905,土井 祥伍,272,24,0.0882
4546,浜田 亜理沙,271,64,0.2362
3687,花田 和明,271,33,0.1218
3357,福島 陽子,271,13,0.048
5131,江藤 敦宏,271,13,0.048
5350,網代 良芽,271,25,0.0923
4785,木幡 純也,271,16,0.059
4404,岸蔭 亮,271,21,0.0775
5079,大石 真央,271,35,0.1292
5104,山田 丈,271,71,0.262
4665,加藤 啓太,271,12,0.0443
4557,松尾 光広,271,23,0.0849
3445,加藤 高史,271,27,0.0996
5137,川原 涼,270,40,0.1481
4837,酒井 陽祐,270,23,0.0852
3558,山本 浩次,270,37,0.137
5195,北村 寧々,270,50,0.1852
4175,川尻 泰輔,270,51,0.1889
5181,森 智哉,270,34,0.1259
4563,齋藤 真之,270,30,0.1111
4281,大澤 大夢,270,39,0.1444
3992,関口 智久,270,40,0.1481
3535,渡 修平,270,25,0.0926
4926,吉川 貴仁,270,107,0.3963
4059,入澤 友治,270,46,0.1704
3838,伊藤 啓三,270,35,0.1296
5296,永田 楽,270,30,0.1111
4631,新井 英孝,270,38,0.1407
5133,堀越 雄貴,269,38,0.1413
4103,山崎 善庸,269,8,0.0297
3935,岩津 徹郎,269,30,0.1115
5334,樫葉 新心,269,9,0.0335
4023,柴田 友和,269,24,0.0892
4936,戸敷 晃美,269,62,0.2305
5048,眞鳥 康太,268,30,0.1119
5208,屋良 龍紀,268,24,0.0896
5297,南 彩寧,268,12,0.0448
3869,井芹 大志,268,19,0.0709
3701,大西 隆洋,268,17,0.0634
4637,中田 友也,268,47,0.1754
4809,外崎 悟,268,46,0.1716
4764,小池 礼乃,268,49,0.1828
3878,胡本 悟志,268,24,0.0896
3297,藤丸 光一,268,23,0.0858
4201,佐竹 友樹,267,29,0.1086
3993,永井 聖美,267,42,0.1573
4367,山口 修路,267,17,0.0637
4007,榮田 将彦,267,39,0.1461
3994,小野 桜,267,26,0.0974
5182,宮崎 安奈,267,37,0.1386
3602,奥平 拓也,267,26,0.0974
3722,西村 秀樹,267,11,0.0412
5389,恵良 琴美,267,2,0.0075
5263,花田 凱成,267,17,0.0637
3516,吉原 聖人,266,23,0.0865
3339,泉 具巳,266,25,0.094
5338,香月 大輝,266,19,0.0714
4846,佐藤 駿介,266,19,0.0714
5190,大月 遊雅,265,27,0.1019
3842,星野 太郎,265,42,0.1585
4143,浦田 晃嗣,265,17,0.0642
4750,井上 尚悟,265,34,0.1283
4138,中井 俊祐,265,27,0.1019
3800,牧 宏次,265,37,0.1396
3306,武田 正紀,265,17,0.0642
4271,川崎 公靖,265,21,0.0792
4296,岡崎 恭裕,265,71,0.2679
5335,森 陽多,264,12,0.0455
5240,高橋 龍治,264,24,0.0909
3637,齋藤 和政,264,18,0.0682
5115,香川 颯太,264,54,0.2045
3825,宮嵜 隆太郎,264,28,0.1061
3293,宮内 由紀英,264,5,0.0189
3497,後藤 浩,264,43,0.1629
3790,佐口 達也,264,20,0.0758
4731,間野 兼礼,263,32,0.1217
3305,小野 信樹,263,27,0.1027
4730,土屋 実沙希,263,47,0.1787
4325,新出 浩司,263,21,0.0798
2538,高橋 二朗,263,4,0.0152
3857,阿波 勝哉,263,38,0.1445
4727,安部 慎一,263,26,0.0989
4618,乃村 康友,263,29,0.1103
3620,信濃 由行,263,24,0.0913
5078,山川 波乙,263,24,0.0913
5027,重冨 勇哉,263,26,0.0989
5065,伊久間 陽優,262,44,0.1679
4104,木下 陽介,262,33,0.126
4062,後藤 陽介,262,27,0.1031
3967,鈴木 茂高,262,21,0.0802
4372,原田 佑実,262,66,0.2519
3459,中野 和裕,262,14,0.0534
5245,倉富 大誠,262,35,0.1336
5011,高木 圭大,262,18,0.0687
4899,占部 一真,262,30,0.1145
3741,松尾 基成,261,14,0.0536
3834,細川 明人,261,21,0.0805
5345,牧村 俊輝,261,8,0.0307
3605,中村 守成,261,20,0.0766
5312,川辺 郭人,261,16,0.0613
5386,米玉利 大悟,261,10,0.0383
5339,石井 伸長,261,34,0.1303
3656,伯母 芳恒,261,23,0.0881
4723,寺島 吉彦,261,31,0.1188
4615,板倉 敦史,261,19,0.0728
5210,藤井 公人,261,39,0.1494
4941,孫崎 百世,261,31,0.1188
5318,河内 一馬,260,10,0.0385
5211,高井 駿弥,260,7,0.0269
5111,三村 岳人,260,46,0.1769
3616,中村 真,260,34,0.1308
5270,小玉 啓太,260,23,0.0885
3745,橋本 年光,260,32,0.1231
5041,荒牧 凪沙,260,40,0.1538
4871,菊池 宏志,260,29,0.1115
3989,熊本 英一,260,18,0.0692
4461,安田 吉宏,260,21,0.0808
5063,大塚 雅治,260,28,0.1077
4813,宮内 直哉,260,21,0.0808
3411,池上 隆行,259,12,0.0463
5086,本村 大,259,36,0.139
4022,待鳥 雄紀,259,29,0.112
4984,森下 愛梨,259,33,0.1274
3761,山本 光雄,259,43,0.166
3257,田頭 実,259,93,0.3591
4880,澤崎 雄哉,258,25,0.0969
5020,宮村 勇哉,258,37,0.1434
3471,赤峰 和也,258,17,0.0659
4417,服部 剛,258,24,0.093
4651,佐藤 大騎,258,23,0.0891
3808,秋田 健太郎,258,17,0.0659
3458,東 健介,258,20,0.0775
4694,高田 綾,258,28,0.1085
4257,古川 健,258,37,0.1434
4535,北山 康介,258,72,0.2791
4987,島倉 都,258,18,0.0698
4943,八木 治樹,257,29,0.1128
4969,町田 洸希,257,27,0.1051
4299,中島 浩哉,257,18,0.07
3156,金子 良昭,257,15,0.0584
5207,高山 敬悟,257,35,0.1362
5071,野見山 拓己,257,30,0.1167
5167,小川 竜太朗,257,33,0.1284
3717,立間 充宏,257,41,0.1595
4114,深澤 達徳,256,25,0.0977
5146,野田 彩加,256,39,0.1523
5242,高山 弘斗,256,15,0.0586
4400,加藤 奈月,256,6,0.0234
3604,武藤 綾子,256,23,0.0898
4864,小川 日紀太,256,28,0.1094
4893,渡邉 真奈美,256,38,0.1484
5199,垂水 悠,256,42,0.1641
5170,佐藤 太亮,256,33,0.1289
5033,藤原 孝斗,255,21,0.0824
4047,吉永 浩則,255,24,0.0941
3232,山川 美由紀,255,46,0.1804
4234,野相 弘司,255,24,0.0941
4065,金田 幸子,255,44,0.1725
3660,長谷川 親王,255,9,0.0353
3175,渡辺 千草,255,13,0.051
5288,尾道 佳諭,255,18,0.0706
5037,田頭 虎親,255,46,0.1804
3212,亀本 勇樹,254,22,0.0866
4164,岩永 節也,254,9,0.0354
4462,夏山 亮平,254,39,0.1535
4010,越智 照浩,254,16,0.063
4169,多田 有佑,254,19,0.0748
4708,半田 尚也,254,13,0.0512
3699,富永 正人,253,24,0.0949
5272,松田 真実,253,30,0.1186
5248,本田 愛,253,21,0.083
5250,嶋田 有里,253,21,0.083
5244,黒田 剛,253,17,0.0672
5022,伊藤 尚汰,253,18,0.0711
4648,木村 亮太,253,28,0.1107
4225,土屋 千明,253,47,0.1858
4419,原 加央理,252,35,0.1389
5394,福西 広太郎,252,5,0.0198
4186,小川 時光,252,14,0.0556
3715,倉尾 大介,252,30,0.119
4747,山戸 信二,252,17,0.0675
5014,梶山 涼斗,252,24,0.0952
3974,深山 祐二,252,20,0.0794
3370,坪内 実,252,17,0.0675
4527,高野 心吾,252,22,0.0873
4898,菊地 敬介,252,23,0.0913
4636,赤池 修平,252,24,0.0952
3920,正木 聖賢,252,30,0.119
5258,仲本 舜,252,29,0.1151
4238,毒島 誠,251,97,0.3865
4495,森 晋太郎,251,54,0.2151
4457,神田 達也,251,26,0.1036
4803,飯田 庄吾,251,12,0.0478
4097,貫地谷 直人,251,4,0.0159
4425,大井 清貴,251,22,0.0876
4632,長尾 京志郎,251,21,0.0837
3294,野中 義生,251,22,0.0876
5070,中島 航,251,23,0.0916
3652,森下 勇,250,16,0.064
5354,渡邊 雄斗,250,12,0.048
5206,梅原 祥平,250,21,0.084
3361,岡部 浩,250,18,0.072
4283,石井 裕美,250,14,0.056
5031,渡辺 空依,250,25,0.1
5069,山崎 小葉音,250,37,0.148
4626,伊藤 紘章,249,30,0.1205
5320,岩崎 麗子,249,11,0.0442
3528,笠野 友紀恵,249,19,0.0763
3470,新田 芳美,249,37,0.1486
4911,片岡 大地,249,26,0.1044
5359,佐藤 世那,248,28,0.1129
3948,大町 利克,248,12,0.0484
5231,寺田 空詩,248,45,0.1815
4765,野田部 宏子,248,38,0.1532
5329,金子 龍斗,248,29,0.1169
3742,宮地 秀祈,248,23,0.0927
5313,鈴木 唯央,248,17,0.0685
5194,大久保 佑香,248,30,0.121
5322,根岸 真優,247,11,0.0445
5120,山本 稔太朗,247,29,0.1174
5375,庄島 潤成,247,1,0.004
4976,金山 立樹,246,26,0.1057
5261,岡 暢祐,246,25,0.1016
5364,金子 怜央,246,2,0.0081
4982,中村 将隆,246,27,0.1098
4866,橋本 英一,246,22,0.0894
4952,吉武 真也,246,19,0.0772
4775,千葉 真弥,246,56,0.2276
5186,遠藤 圭吾,246,22,0.0894
3467,森 弘行,246,14,0.0569
5331,佐藤 永梧,246,37,0.1504
5383,中村 楓,245,2,0.0082
5198,奥村 明日香,245,27,0.1102
4129,宇野 博之,245,15,0.0612
3642,大塚 浩二,245,20,0.0816
5262,鈴木 章司,244,12,0.0492
4678,水野 望美,244,35,0.1434
4589,塩崎 桐加,244,46,0.1885
4106,坂井 康嗣,244,14,0.0574
4229,市川 美宏,244,17,0.0697
3896,上田 洋平,244,26,0.1066
4349,犬童 千秋,243,24,0.0988
3949,今出 晋二,243,5,0.0206
3577,向所 浩二,243,29,0.1193
4203,小倉 康典,243,26,0.107
4128,川口 貴久,242,29,0.1198
3543,福田 雅一,242,37,0.1529
4431,石塚 裕介,242,41,0.1694
5271,杉山 太陽,242,17,0.0702
4778,堤 啓輔,242,43,0.1777
3866,木山 誠一,242,15,0.062
5356,長谷川 暖,242,32,0.1322
4675,井手 良太,242,41,0.1694
5230,石原 凪紗,242,27,0.1116
3596,河上 年昭,241,17,0.0705
4720,西澤 日花里,241,18,0.0747
3523,寳田 亮治,241,13,0.0539
3589,西村 勝,241,25,0.1037
5368,宮崎 心之介,241,38,0.1577
4746,大豆生田 蒼,241,46,0.1909
3377,塚田 修二,240,13,0.0542
4635,峰重 力也,240,43,0.1792
3583,齋藤 智裕,240,7,0.0292
5241,門田 栞,240,23,0.0958
4508,野間 大樹,240,33,0.1375
3793,高橋 真吾,239,22,0.0921
4641,磯村 匠,239,27,0.113
3681,山谷 央,239,37,0.1548
5156,坂野 さくら,239,35,0.1464
4332,村上 彰一,239,15,0.0628
3024,西島 義則,239,79,0.3305
5083,柳瀬 幹太,238,31,0.1303
4098,赤澤 文香,238,19,0.0798
5382,山下 心一,238,3,0.0126
4473,藤堂 里香,238,40,0.1681
3950,石川 哲秀,237,9,0.038
5140,吉田 彩乃,237,19,0.0802
5306,河内 悠利杏,237,5,0.0211
3859,多羅尾 達之,237,20,0.0844
3532,柴田 光,236,64,0.2712
5287,滝沢 織寧,236,10,0.0424
4301,関 裕也,236,26,0.1102
3621,天野 晶夫,236,27,0.1144
4664,東口 晃,236,18,0.0763
5374,木山 大聖,235,3,0.0128
4439,近藤 友宝,235,13,0.0553
4733,赤井 睦,235,39,0.166
4878,西岡 育未,235,24,0.1021
4558,宮野 仁,234,17,0.0726
3054,北川 幸典,234,38,0.1624
5328,井上 慧人,234,16,0.0684
4853,前原 哉,233,22,0.0944
3809,吉田 光,233,14,0.0601
5369,岡崎 凪汰,233,11,0.0472
5309,森 雄利,233,8,0.0343
4465,大西 賢,232,19,0.0819
5300,横田 海人,232,6,0.0259
5360,高木 茉白,232,6,0.0259
3518,倉田 郁美,232,12,0.0517
4177,萬 正嗣,232,30,0.1293
5274,城間 盛渚,232,42,0.181
5107,松本 真広,232,28,0.1207
5192,中尾 優香,232,40,0.1724
3787,天野 誠,232,11,0.0474
3507,藤井 徹,232,15,0.0647
5404,内田 壮,232,2,0.0086
5377,鳥居塚 嶺王,232,17,0.0733
4815,伏島 祐介,231,31,0.1342
4414,大澤 真菜,231,25,0.1082
4874,池田 奈津美,231,26,0.1126
4836,大谷 健太,231,37,0.1602
4901,出口 舞有子,231,39,0.1688
4965,福岡 泉水,231,21,0.0909
5290,坂本 一真,230,12,0.0522
5268,山本 幸也,230,11,0.0478
3509,池 千夏,230,7,0.0304
5388,佐野 優都,230,12,0.0522
5357,田中 瀬里奈,229,0,0.0
5295,田上 凜,229,24,0.1048
5392,安武 一也,229,0,0.0
4190,長嶋 万記,229,56,0.2445
5381,有山 望,229,10,0.0437
5302,秋末 秦悟,229,14,0.0611
3315,広瀬 聖仁,229,14,0.0611
5100,栗原 一馬,229,23,0.1004
5152,丸山 祐也,229,7,0.0306
4525,真子 奈津実,229,24,0.1048
4766,石井 孝之,228,24,0.1053
5333,山下 智己,228,24,0.1053
5379,廣部 大明,227,4,0.0176
5336,瀬川 大地,227,7,0.0308
5349,宮崎 奏磨,227,1,0.0044
3932,池田 浩美,227,34,0.1498
5091,為本 智也,227,53,0.2335
5315,浅井 翼,227,8,0.0352
5346,中村 紋夕梨,227,3,0.0132
4919,吉田 翔悟,226,27,0.1195
3955,眞田 英二,226,27,0.1195
5348,小林 甘寧,226,20,0.0885
3448,高山 秀雄,225,16,0.0711
5314,中曽 瑠華,225,7,0.0311
5321,一色 颯輝,225,31,0.1378
5179,藤本 元輝,225,31,0.1378
5228,若林 樹蘭,225,52,0.2311
4744,伊藤 玲奈,225,21,0.0933
5319,近藤 颯斗,224,38,0.1696
3845,中谷 朋子,224,44,0.1964
3551,藤田 美代,224,13,0.058
5400,高村 諒,224,3,0.0134
3159,江口 晃生,223,66,0.296
3945,橋口 真樹,223,13,0.0583
5219,森口 和紀,223,39,0.1749
5385,鈴木 柊介,223,2,0.009
5378,鈴木 結平太,223,1,0.0045
5405,竹内 来,223,3,0.0135
4691,水原 慎,222,27,0.1216
4408,仁科 さやか,222,18,0.0811
5362,中嶋 世奈,222,4,0.018
3901,松田 憲幸,222,29,0.1306
5419,櫻井 隼,221,0,0.0
5323,香川 陽太,221,22,0.0995
4567,上村 慎太郎,221,12,0.0543
5353,草川 壮良,220,7,0.0318
5384,八戸 琉楓,220,4,0.0182
3904,森 貴洋,220,29,0.1318
4782,浜崎 準也,220,22,0.1
5284,嘉手苅 徹哉,220,13,0.0591
4421,森作 広大,219,11,0.0502
4533,峰重 侑治,219,27,0.1233
4085,荻野 裕介,219,28,0.1279
5371,早川 颯太,218,2,0.0092
5019,柴田 百恵,218,24,0.1101
5310,土屋 蘭,218,13,0.0596
3579,中里 優子,217,27,0.1244
4792,杉村 賢也,217,31,0.1429
5365,石村 日奈那,217,4,0.0184
3107,平岡 重典,217,14,0.0645
3544,豊田 訓靖,217,12,0.0553
4499,滝川 真由子,216,37,0.1713
5355,萩原 丈太朗,216,5,0.0231
5197,中野 仁照,215,52,0.2419
5341,山道 諄也,215,7,0.0326
5380,野田 亜湖,215,0,0.0
4244,鈴木 成美,215,20,0.093
5406,小畑 楓夏,215,0,0.0
5327,西田 和加,214,0,0.0
3788,一宮 稔弘,214,45,0.2103
5259,野田 昇吾,213,10,0.0469
4041,小林 基樹,213,16,0.0751
5103,芝田 京介,213,15,0.0704
5254,羽田 妃希,213,11,0.0516
5187,小坂 風太,212,9,0.0425
5396,近藤 来希,212,1,0.0047
4897,深見 亜由美,212,12,0.0566
5361,植竹 玲奈,211,3,0.0142
